Frequency (Hz),Real,Imag,Magnitude,Magnitude (dB)
1451.0,-3.7901661973104824e-12,-2.9281338564269096e-12,9.579003640126364e-16,-239.99168376558032
1452.0,2.9087547355437764e-12,1.9659716652866936e-12,7.021651857008715e-16,-239.99390321091542
1453.0,-5.500653767074491e-13,2.2836495795846898e-12,4.697926061993585e-16,-239.9959203914797
1454.0,-5.174328040297123e-12,-4.825736482736106e-13,1.0393564931170281e-15,-239.99097695247585
1455.0,3.120347279913073e-12,-1.4794436595728123e-12,6.906611524940753e-16,-239.99400306413915
1456.0,-1.755906943310117e-12,3.1165337433443465e-12,7.154297105088269e-16,-239.9937880783225
1457.0,4.049216217468182e-13,-8.162644836064432e-13,1.8223602574193355e-16,-239.99841726220384
1458.0,1.502468749894916e-12,4.537356052767124e-12,9.559291248621573e-16,-239.99170087117744
1459.0,-3.258995239828363e-12,-1.1651408079169316e-12,6.922023714347488e-16,-239.99398968653122
1460.0,-4.490812914865487e-12,1.7468318823468674e-12,9.637182630106404e-16,-239.99163328045827
1461.0,-1.395737911610355e-12,-4.040032952497204e-12,8.548672546113744e-16,-239.9925778893791
1462.0,-2.827880466198053e-12,1.6526357811825572e-13,5.665410834655141e-16,-239.99508048009713
1463.0,2.1601568048928934e-12,-2.411824502126651e-12,6.47554626291359e-16,-239.9943772323096
1464.0,7.2226801912438164e-12,-1.1319247313079358e-11,2.6854606225349134e-15,-239.9767056494553
1465.0,-6.711470464195654e-13,5.328748109150689e-12,1.0741693491939668e-15,-239.99067489105727
1466.0,-1.0438405581913727e-12,2.6542658102155866e-12,5.704289649800291e-16,-239.995046729574
1467.0,8.58686057471658e-12,-5.132290459171559e-13,1.720436904779655e-15,-239.98506931488706
1468.0,-2.77622509030417e-12,7.283704975297255e-12,1.5589712495001873e-15,-239.98646949187628
1469.0,3.3000723811884967e-12,1.4550812838322644e-13,6.606557450445339e-16,-239.99426351182314
1470.0,-4.868021601329978e-12,2.207656601997943e-12,1.069044096066395e-15,-239.99071936078622
1471.0,1.4643779485718302e-12,-2.528165227421023e-12,5.843294342544875e-16,-239.99492606130332
1472.0,-2.3885381583684744e-12,4.5116486369807354e-12,1.0209816444491524e-15,-239.99113639013575
1473.0,-2.4658538863885385e-12,-3.1400173079297583e-12,7.985021999497787e-16,-239.99306706562894
1474.0,1.4512410665329025e-12,1.2064138561663196e-12,3.7744059270521745e-16,-239.99672221121318
1475.0,1.3302274443305245e-12,7.917772965164762e-14,2.6651635345868797e-16,-239.99768537679589
1476.0,-2.9715303849279374e-12,1.035405395053902e-12,6.293506863635474e-16,-239.99453524883674
1477.0,4.23455980264497e-13,-2.0766960327281307e-12,4.23885898777986e-16,-239.9963189539807
1478.0,9.741570349729431e-13,1.426564888213801e-12,3.454891783585547e-16,-239.9969996373922
1479.0,-1.9610885621249294e-12,-2.084566165216872e-12,5.72408401254356e-16,-239.99502954622787
1480.0,-3.688969419779203e-13,2.3382915691369747e-14,7.39274548586358e-17,-239.99935789802007
1481.0,2.5032966546598373e-12,-1.175731941071014e-12,5.531307165032781e-16,-239.9951968958908
1482.0,4.7154824141411176e-14,3.798208857712428e-12,7.597003120769388e-16,-239.99340383216952
1483.0,2.1478316220721198e-12,-5.307592584967694e-14,4.2969746243969156e-16,-239.9962684969148
1484.0,-3.217046489479102e-12,2.8739610432533108e-12,8.627639351203194e-16,-239.99250935853905
1485.0,-2.5463052293340612e-12,-3.2633149331522323e-12,8.278380197567237e-16,-239.9928124649693
1486.0,9.177235655379326e-13,6.83614125847305e-13,2.2887068976185057e-16,-239.99801228190387
1487.0,-1.011134036806293e-13,2.128660582041416e-12,4.262121440757305e-16,-239.99629875705548
1488.0,-9.455173238255005e-13,-2.6850169899909563e-12,5.6932659330806715e-16,-239.9950562991992
1489.0,8.265348915844495e-13,-4.0628022286467353e-13,1.8419810493026108e-16,-239.99840022292247
1490.0,-1.640934090128393e-12,2.3092219352159035e-12,5.665746423633088e-16,-239.99508018877327
1491.0,-2.203961913208273e-13,-1.9110998210630526e-12,3.8475327196612423e-16,-239.99665871828515
1492.0,3.1960499028825716e-12,1.385208365489746e-12,6.966645447426894e-16,-239.9939509554825
1493.0,-4.719865812266529e-13,1.1882664165903224e-12,2.5571456037186695e-16,-239.99777917548624
1494.0,-1.5752931649321199e-12,7.610850373114484e-13,3.4990278589923933e-16,-239.99696131460888
1495.0,-6.87869783518953e-13,-2.400364722248642e-12,4.993962610550548e-16,-239.99566338194612
1496.0,2.57090584913153e-14,-3.441995014140823e-13,6.903166011685152e-17,-239.9994004193135
1497.0,-3.851149036298995e-13,2.120813306073994e-13,8.792996754009907e-17,-239.99923628358235
1498.0,7.149696348776331e-13,-1.9365024380973914e-13,1.481461434833357e-16,-239.99871331425382
1499.0,-1.610621875169641e-12,-5.749784653695733e-13,3.420352648727157e-16,-239.9970296273941
1500.0,1.9199711291806263e-12,-9.343801026557968e-13,4.270529387851669e-16,-239.9962914571198
1501.0,9.277454315654191e-13,1.433948037377365e-12,3.4157977455867626e-16,-239.99703358238088
1502.0,7.984794881889019e-13,-2.6072742750998604e-13,1.6799384328175666e-16,-239.99854094656996
1503.0,-7.447611622575138e-13,1.4268144674554458e-12,3.2189866190137114e-16,-239.99720447366204
1504.0,1.1770344664456061e-12,-6.531083327329845e-13,2.692181739397362e-16,-239.9976619153659
1505.0,9.103072811297547e-14,4.190759011500516e-12,8.38349513888654e-16,-239.99272123929086
1506.0,-2.333789765952264e-12,-5.754744032952124e-13,4.807388255804393e-16,-239.9958253589919
1507.0,-2.4379392328526497e-12,1.4923174631668267e-12,5.7168379770480955e-16,-239.99503583645605
1508.0,-7.910172382329247e-13,-4.503341683590908e-12,9.144570977437714e-16,-239.99206075606622
1509.0,2.954547381517059e-12,4.153339739142167e-13,5.967194496416782e-16,-239.9948185065108
1510.0,-2.5751384958984453e-12,-3.231835795735151e-12,8.264647816731979e-16,-239.99282438290578
1511.0,5.320678436736014e-12,-3.600062965588146e-12,1.2848357464414961e-15,-239.98884722171422
1512.0,6.5095567377799684e-12,4.116730496939027e-12,1.5404129174582306e-15,-239.98663043808318
1513.0,1.3709029288471235e-12,9.109349154948457e-12,1.842385593377041e-15,-239.984011965609
1514.0,-8.485179978095993e-12,3.002513071640614e-12,1.8001484828319457e-15,-239.98437816554198
1515.0,-7.082604133406751e-13,-6.028852170247216e-13,1.86021869468345e-16,-239.99838438483675
1516.0,-1.679859645983269e-12,2.425780266694263e-12,5.901300986218657e-16,-239.9948757069424
1517.0,-2.671369772600438e-12,1.3519414148948527e-12,5.98797530097485e-16,-239.99480046731637
1518.0,-3.0107603503628526e-12,-8.012569890046951e-13,6.231112468811943e-16,-239.9945894100021
1519.0,-2.3227630319966202e-14,4.263133859042773e-13,8.538913884363754e-17,-239.99925835102766
1520.0,-4.240749070391454e-12,4.1899263549633664e-14,8.481912101952481e-16,-239.99263582742816
1521.0,-8.075952403885224e-13,-1.9095096598446814e-12,4.1465345595271946e-16,-239.9963991123522
1522.0,-1.0473307431608394e-12,2.713814359564614e-13,2.163838782674557e-16,-239.99812071682987
1523.0,-5.074650154943946e-13,-8.105646920170203e-13,1.9126273676755468e-16,-239.99833887182746
1524.0,-3.065885105470489e-12,8.509693375577699e-13,6.363583988102711e-16,-239.99447441911616
1525.0,6.795965178732904e-14,-1.930632377441345e-12,3.863656243040198e-16,-239.99664471896824
1526.0,-1.922160941180839e-14,-4.308788974906816e-13,8.62614849330025e-17,-239.99925077457604
1527.0,-1.5698506103081042e-12,3.2274566760003435e-13,3.205367813302754e-16,-239.99721629900787
1528.0,-3.4831487041201493e-12,-2.718230410509647e-12,8.836538113907124e-16,-239.99232806968223
1529.0,2.2275733007551164e-12,1.452255040539247e-13,4.464604465018043e-16,-239.99612295924223
1530.0,-5.150813372477347e-12,2.1938347997455972e-12,1.1197104898439824e-15,-239.99027975917144
1531.0,1.2727312640483374e-12,-3.438711260937609e-12,7.33337030473307e-16,-239.99363264990734
1532.0,-1.884229608031926e-12,-5.3960862903949966e-12,1.1431197394704191e-15,-239.9900766588035
1533.0,7.301392905518264e-12,2.575048064830517e-13,1.4611864642969327e-15,-239.98731755908113
1534.0,-3.608752992015397e-12,-3.0074902331121444e-12,9.39533834614699e-16,-239.99184314402268
1535.0,-1.867856135802851e-13,-4.540673135591079e-12,9.08902665629694e-16,-239.99210895730647
1536.0,6.338313747261306e-12,1.5238759879612333e-11,3.3008727562704027e-15,-239.9713761993446
1537.0,-1.6685761998930077e-12,-2.203206869566988e-12,5.527482987746433e-16,-239.99520021569336
1538.0,-4.934741649834681e-12,2.3234619587706273e-12,1.0908739730045325e-15,-239.9905299534365
1539.0,-1.4418743583298391e-12,-1.5666158880961901e-12,4.258303420868221e-16,-239.9963020719332
1540.0,-3.443866423589859e-12,-1.166132095500204e-12,7.271885589772517e-16,-239.99368601588102
1541.0,-1.6624237713842666e-12,-7.908921116527274e-13,3.6819359733368526e-16,-239.99680249966158
1542.0,-6.269009877153231e-12,2.1151710490815427e-12,1.323245002359238e-15,-239.98851403764166
1543.0,3.4891244417500016e-13,-1.2057131742451095e-11,2.4124358291861107e-15,-239.97907108332498
1544.0,-1.5418229828604945e-12,4.655881661666597e-12,9.809067673927048e-16,-239.99148412802893
1545.0,1.7744117164030635e-13,-1.0315199972545292e-11,2.0633452046905918e-15,-239.9820964754972
1546.0,-2.0072782747327957e-13,-6.150704661499408e-12,1.2307958318699764e-15,-239.9893160167905
1547.0,9.847798119278842e-12,6.284437444094643e-14,1.969599728000294e-15,-239.98290909972803
1548.0,6.024228250222668e-12,3.0362308317739357e-13,1.2063749497966047e-15,-239.98952787570886
1549.0,-6.828593125101193e-12,7.233674082778205e-12,1.9895298419881656e-15,-239.98273633096443
1550.0,7.63483059357223e-12,-5.544401993302446e-12,1.887125132638349e-15,-239.98362408620864
1551.0,-3.023400293845071e-13,6.03697670336238e-12,1.2089085525432986e-15,-239.98950589565905
1552.0,6.173534683886709e-13,8.457776102319862e-13,2.094244561555552e-16,-239.99818115273524
1553.0,-7.809871328517295e-13,3.159591079076973e-12,6.509364543075693e-16,-239.99434787718337
1554.0,-2.9199469783662096e-12,7.937177446127996e-13,6.051802447067547e-16,-239.99474506111562
1555.0,-1.4016377150234376e-12,-1.3156291907424321e-12,3.8447202507905357e-16,-239.99666116022536
1556.0,2.000718248947643e-12,-6.286749315677676e-13,4.194332214431213e-16,-239.99635761314366
1557.0,-4.522463040622802e-12,2.6745147177239957e-12,1.0508225526533298e-15,-239.990877463523
1558.0,1.4424527000814964e-12,-1.4710434921480617e-12,4.1205042156335984e-16,-239.99642171267976
1559.0,6.468129493950513e-13,3.7562857471320104e-12,7.623135734227016e-16,-239.9933811509305
1560.0,-3.306562827502378e-12,-2.316142654400193e-12,8.074125222648579e-16,-239.99298973364694
1561.0,-1.8117409276703562e-12,1.8930309626310797e-12,5.240599742195847e-16,-239.99544926522506
1562.0,7.608322589920395e-14,-1.25686188281033e-12,2.518325197209254e-16,-239.9978128859081
1563.0,-2.973505687966938e-12,1.4055455485066874e-13,5.953651538093577e-16,-239.99483026276772
1564.0,1.2791724493699484e-12,-9.166124802426128e-13,3.1473548221728215e-16,-239.9972666724513
1565.0,-8.62579448886792e-13,4.239376498855565e-12,8.652480893868697e-16,-239.99248780007588
1566.0,-1.1076222315180798e-12,-1.7721619031792193e-12,4.1796577940462457e-16,-239.9963703538487
1567.0,1.279699152003666e-12,7.615930523077594e-12,1.5445391241659612e-15,-239.98659465350397
1568.0,-1.1626549657459705e-11,3.1156735986549706e-12,2.407356051029694e-15,-239.97911509964268
1569.0,-7.408939555757098e-12,-7.53067096368222e-12,2.1128501177708625e-15,-239.98166737728454
1570.0,-3.344037570413359e-12,-9.240159426570612e-12,1.965330847473553e-15,-239.9829461059447
1571.0,5.33850652748321e-12,-5.586203550696002e-12,1.5453843800658715e-15,-239.98658732302982
1572.0,1.6799490005261278e-12,2.9402368982186575e-12,6.772657281160831e-16,-239.9941193357914
1573.0,-3.833608320133329e-12,-2.1465554879701588e-12,8.787321142448429e-16,-239.99237078136326
1574.0,1.3064837648452907e-12,4.188258289157332e-13,2.743949637126218e-16,-239.99761696255973
1575.0,-4.56520991089723e-12,-7.14916707157795e-13,9.241698421551666e-16,-239.99197646972576
1576.0,2.085698684495379e-12,-4.797147486370774e-12,1.0461885682514255e-15,-239.99091767164168
1577.0,9.525148884834452e-13,2.6413550207309026e-15,1.9050371015168975e-16,-239.99834546339065
1578.0,6.513734032523904e-13,-9.220517161727634e-13,2.257845590612201e-16,-239.99803908160226
1579.0,-3.916954576492407e-12,-1.4686093692324983e-12,8.366444079464653e-16,-239.99273603725965
1580.0,3.76267015957446e-12,-4.878370310671732e-12,1.2321717999986123e-15,-239.98930407998316
1581.0,2.0201814278390777e-12,1.263364221885282e-12,4.765384416193824e-16,-239.9958618256091
1582.0,-3.4294172594462444e-13,1.6535063029280123e-13,7.614456207296868e-17,-239.99933864191638
1583.0,-3.1450594663065394e-12,8.186911810113429e-13,6.499739778320397e-16,-239.9943562317136
1584.0,-2.5371034999133005e-12,-3.5693428404995898e-12,8.758333741596744e-16,-239.99239593743073
1585.0,-1.5689757976219992e-12,-3.714853834297155e-12,8.065190404129556e-16,-239.99299748807414
1586.0,3.698329126929223e-12,-2.0556266878051035e-12,8.462443952123914e-16,-239.9926527229341
1587.0,-1.0374355448412077e-12,1.199291129902277e-12,3.171480237341708e-16,-239.99724572400044
1588.0,-1.197251631254429e-12,-1.54650012011002e-12,3.911559325916813e-16,-239.99660312704845
1589.0,1.0884061850185382e-14,9.652845276906348e-13,1.9306917746769326e-16,-239.9983231842975
1590.0,-9.805390933463785e-13,-2.608683174443555e-12,5.573754504175957e-16,-239.99516004706092
1591.0,5.687643069255547e-13,-3.88136127267169e-12,7.84562506517565e-16,-239.99318804850583
1592.0,3.796512698882984e-12,-2.313522160587403e-13,7.60711049496589e-16,-239.99339505968476
1593.0,-2.0670881675146718e-12,3.1474146290230166e-13,4.181825286043904e-16,-239.99636847197587
1594.0,-6.249567844969086e-13,-1.0309151517784394e-12,2.411105167888849e-16,-239.99790599309398
1595.0,-1.0946928182525818e-12,4.321346291057281e-13,2.353799230186063e-16,-239.99795575654315
1596.0,-1.3388784128788178e-12,-1.7241708662984905e-12,4.3659411726066074e-16,-239.9962086192679
1597.0,-6.570223843881693e-13,-4.089194668543891e-12,8.283282308562204e-16,-239.99280821057278
1598.0,-1.107159403825337e-12,1.1474845318500744e-12,3.1890579777194767e-16,-239.99723046102318
1599.0,-1.962771179096094e-12,-2.107720793517128e-12,5.760193623452164e-16,-239.9949981998179
1600.0,-9.434031354696078e-13,-2.4656097714162823e-12,5.279864021323784e-16,-239.99541517863588
1601.0,-4.841303666079203e-12,1.7071903858633104e-12,1.0266980120907229e-15,-239.99108678918074
1602.0,-7.108117376318799e-12,-1.293922133960856e-11,2.9526176962885442e-15,-239.9743916757654
1603.0,5.074371024644115e-12,-1.4967191341363986e-11,3.1607977344002815e-15,-239.9725889573064
1604.0,1.757014231390063e-11,-4.552160124554115e-12,3.6300526868369385e-15,-239.96852685307428
1605.0,3.769449499776386e-12,5.168878746943059e-12,1.2794695312036796e-15,-239.98889377238245
1606.0,2.5440219412395985e-12,-1.1446793848061363e-12,5.579368613565033e-16,-239.99515517342527
1607.0,5.2005767969776264e-12,-1.8426855607552022e-12,1.103476127464075e-15,-239.99042061247985
1608.0,2.6514973919781275e-12,5.7351140671386585e-12,1.2636767273754555e-15,-239.98903077272763
1609.0,2.346732400017468e-12,1.5074458000036123e-12,5.578367430437072e-16,-239.99515604255703
1610.0,1.4136928892253156e-13,2.4400403935695447e-13,5.639973300396815e-17,-239.99951013195758
1611.0,2.4815182069852324e-13,1.130645227161864e-12,2.3151137819294285e-16,-239.9979893504542
1612.0,2.4233096147924885e-12,5.598506178728483e-13,4.974278722982189e-16,-239.99568047063644
1613.0,2.2069797890786647e-12,1.0833799436977038e-12,4.917101541277401e-16,-239.99573010955558
1614.0,-3.19665355478954e-13,4.584554425758617e-12,9.191371001594137e-16,-239.99202014331541
1615.0,-5.358802760325087e-13,-3.1806613036823957e-13,1.2463285819206806e-16,-239.99891752020335
1616.0,-1.4744882295302044e-12,1.8495592318768706e-12,4.730744081534775e-16,-239.9958918995422
1617.0,-1.885968107280919e-12,4.642596803794632e-13,3.884539999797563e-16,-239.99662658659224
1618.0,6.51637361755776e-13,-1.454944681169567e-12,3.188413571981929e-16,-239.99723102056845
1619.0,-3.100982083359826e-12,-6.655764515750232e-13,6.34321114080553e-16,-239.9944921035109
1620.0,1.2320368004861918e-12,-7.794760102435607e-15,2.4641229157956447e-16,-239.99785995368592
1621.0,2.0241859341410014e-12,-3.322456062949379e-12,7.781013555110509e-16,-239.99324412553563
1622.0,2.8245106894218993e-13,2.5424158907137365e-12,5.116114606886874e-16,-239.995557335677
1623.0,2.5769035614466066e-12,-1.553094128935941e-12,6.017485633827968e-16,-239.99477485034413
1624.0,-6.939233696213904e-14,-1.4824721468172738e-12,2.968190669426803e-16,-239.99742224488656
1625.0,4.4088316032488016e-13,1.5797183212251624e-12,3.280175565711383e-16,-239.9971513428835
1626.0,1.6725538546622133e-12,-2.091262925039912e-12,5.35567624801646e-16,-239.99534936397114
1627.0,-1.8260712961210517e-13,-1.1586164426862808e-12,2.3458366738101644e-16,-239.99796267110693
1628.0,2.019367787908554e-12,4.3046434693184034e-13,4.1294773600649003e-16,-239.9964139219192
1629.0,4.021019311122336e-13,2.057009739660697e-12,4.1918850328047673e-16,-239.99635973784768
1630.0,-9.442579974007884e-13,2.2091170771375556e-12,4.804923069584413e-16,-239.99582749919682
1631.0,-3.830656727739936e-12,1.0169848544566895e-12,7.926711590558479e-16,-239.99311767314396
1632.0,9.361715846140393e-13,-3.0857477368017818e-12,6.449265487174825e-16,-239.99440004475903
1633.0,1.1893165824416792e-12,5.827214282264818e-13,2.648802141485895e-16,-239.99769958434644
1634.0,-1.0913170850106405e-12,-4.908911341389986e-13,2.393279829533014e-16,-239.99792147226776
1635.0,3.2171533707925715e-12,1.2737281108983253e-12,6.9202482937231735e-16,-239.9939912275754
1636.0,3.949439995626107e-13,2.943451519741842e-12,5.939659118791606e-16,-239.99484240920563
1637.0,-4.4743748186355185e-12,-2.4917918846020027e-12,1.024286225892119e-15,-239.99110771622895
1638.0,2.3805199931930096e-14,-2.2612213866276435e-12,4.522693377573165e-16,-239.99607252651654
1639.0,5.022738041106191e-13,-1.914236497797689e-13,1.0750292795840682e-16,-239.99906629161927
1640.0,-1.1389435679998288e-12,2.2795680760301398e-14,2.2783433403677387e-16,-239.99802128152024
1641.0,2.485141914740107e-12,-1.1495008254233797e-12,5.47623318862415e-16,-239.9952447062252
1642.0,2.0481394131539633e-12,-1.188145344106907e-12,4.735636985427654e-16,-239.99588765163048
1643.0,3.22068686736033e-12,2.0694227579407564e-12,7.656457261337105e-16,-239.99335223031454
